theta_true,carelessness,guessiness,testwiseness,score,score_pct,theta_post
-0.12345223650651871,0.02080854632654166,0.0429085508005803,-0.5667017761256905,41,51.25,-0.4665948538624549
0.5642380304811572,0.011954234731019094,0.18182232156879913,-0.3751304009245929,57,71.25,0.6799170403365896
2.283337445259346,0.005101814150939091,0.022256585037958007,-0.3449598478243363,70,87.5,1.9048234668145814
-0.817739055673131,0.022714638203705825,0.06695316279817047,-1.022162606362111,40,50,-0.523216930747763
-0.5573615509413128,0.013659586750340642,0.09297180439208265,-0.6567885935153237,38,47.5,-0.786236381103302
0.36722981179566894,0.004152173165905011,0.05256110914257481,-0.18455506719377351,54,67.5,0.5786180680404059
0.7263603322792211,0.006896048499794177,0.2026807944739234,-0.35303771509904697,58,72.5,0.7049863350059714
-0.4363386575023993,0.004684387094958824,0.0549118080154687,-0.5917823570439217,31,38.75,-1.0880663854904835
2.5008401028017992,0.01108856496695176,0.06430447174953981,-0.0945327063645725,66,82.5,1.4279535987699308
0.67741625720419,0.0028244570379338998,0.06119087073391452,-0.18453916752680127,51,63.75,0.20102559176446613
2.7318583989665517,0.005553377310913783,0.05235161899218456,0.04672328501669348,68,85,1.6403821316203249
-0.10517368375194325,0.0027878000564398667,0.1262836149611737,-0.11065640364675433,44,55,-0.3846679607638617
0.3104059838964037,0.004054973022821863,0.05612046352826908,-0.39314732765765215,52,65,0.33628568145953003
0.11522913125984857,0.016419288404029658,0.07103678184768801,-0.6961619221948498,47,58.75,-0.08973512310386378
0.2170940618021091,0.010243537827795222,0.1308734006139953,-0.32074470903494107,46,57.5,-0.13765331874605347
0.10978473816155576,0.014438161176676885,0.1181359560979322,-0.22249233945795133,52,65,0.2601071820293936
-0.007685602965320726,0.012100553800537567,0.10967673498547773,-0.9862232390721699,50,62.5,0.012855622496987214
0.3636180503744444,0.017954974831533965,0.12438367037239957,-0.41203160603409483,48,60,0.023588202793563547
-0.539957278399744,5.401555772040712e-4,0.04418830839984089,-0.19586803739339842,33,41.25,-1.0652698096912274
1.2356807380794568,0.014609060137457532,0.06244797919353593,-0.3962716519370383,65,81.25,1.4251007997712304
-0.7651983477476829,0.05765977816547566,0.022358901525158292,-0.6267613902732214,44,55,-0.26173618670608734
-0.5761829791566968,0.004025777998931874,0.012868696769381242,-0.7493124111089192,47,58.75,-0.09425944118755418
0.12987995903462668,0.02671124069735995,0.05092066741445489,-0.7309326080347148,51,63.75,0.17206349328880147
-1.626574255376188,0.02635610945892862,0.04417074714317267,-0.8855410964449294,25,31.25,-1.5634168973077212
0.5060903785492687,0.01010802717192041,0.05382937725199587,-0.3555260941486055,55,68.75,0.44829117256054923
0.0874436878766045,0.011291238696676717,0.05463924105003463,-0.18174794782778114,52,65,0.25442289779057736
0.7710128594927594,0.0032370324238727385,0.0763460031647065,-0.17884186979453276,59,73.75,0.8561861347236658
-0.6271974719071332,0.005568282271471821,0.09218401670348635,-0.44902463096530243,47,58.75,-0.21362171948751524
3.0616885556151754,0.004581558099979503,0.02071542201155369,-0.11875169936128288,72,90,2.281041967755637
-0.34411298377934774,0.007525265285616332,0.06384517049798484,-0.6213043779440552,41,51.25,-0.41416427434931785
0.4679883109471117,0.04518929388467374,0.06125992938042725,-0.23517687537437615,51,63.75,0.2757573181142122
-0.4068771399863311,0.0014691487308819092,0.16174104053868002,-0.497717525879367,44,55,-0.4025919815805663
0.35016191290256726,0.019726113586657698,0.07758180413646112,-0.6245689609966976,53,66.25,0.30462450358381443
2.1081780141457664,0.041749365812838626,0.054077049512506206,-0.15687013110762385,71,88.75,2.0604134717374145
2.059353022251401,0.018810713123948528,0.02808287017664367,-0.034889879581421035,67,83.75,1.5273254230342985
-0.1802630199265325,0.01652382098680659,0.1824180698731982,-0.7593907704515378,46,57.5,-0.20709607145629647
0.5133364253970716,0.025692527765954012,0.02789220409856651,-0.4019870335316461,54,67.5,0.4353957982661801
-1.2406172867721377,0.023411184313512527,0.07381077183905174,-1.0066003067421208,33,41.25,-1.0430445815351521
0.4320380036238878,0.01685976669332372,0.06988935491156481,-0.018878203438774444,48,60,0.04185328127688493
1.7249969002653154,0.012218743954130078,0.06273340345010735,-0.4042008188136483,65,81.25,1.3595347765941148
-1.359585115176648,0.01766542169611578,0.03730134011149997,-0.4056507827011674,25,31.25,-1.5467985134510505
0.04306410623222856,0.01184022387572821,0.04156724768162809,-0.5669606029183123,45,56.25,-0.2845567048273288
-1.2567338804912163,0.029204175033033353,0.07630489671180266,-0.4856494410178981,30,37.5,-1.1688067493066294
0.25079640666271485,0.008084456739236549,0.055774263523219715,-0.32163466618444936,48,60,-0.21237066895040557
2.0539737815424566,0.007422748640086975,0.04592159917372309,-0.306443909395849,68,85,1.6189692784205176
-0.017303733427929124,0.009313294222228872,0.07299788680312891,-0.36528590841928904,55,68.75,0.5080953957167578
-0.360923846293725,0.012970968973645153,0.051139754492197514,-0.5251898889381883,33,41.25,-1.014758888894535
-0.43712659435708856,0.019669175589531594,0.06834151493702004,-0.2675123394417397,43,53.75,-0.4147928954199871
0.06170604257438983,0.01039830646297706,0.08494190661781698,-0.4519028447899981,47,58.75,-0.08577600611884108
0.2687173802106839,0.001661301745464193,0.1269284786366612,-0.5364749535612499,54,67.5,0.31453850904503583
0.5304556492848111,0.011112589990063839,0.10701913945466804,-0.16554733549060024,58,72.5,0.6753897406022906
0.1537476383047931,0.002018363424627022,0.09916677458538405,-0.40859379863110773,46,57.5,-0.26126940859651915
0.04149865462294322,0.0011671917718728449,0.025166450164092108,-0.5191280743526192,49,61.25,0.10513334247898286
0.49434376468520513,0.01889220796152681,0.11156888572572442,-0.34699455760362063,55,68.75,0.49211677710311685
0.12111411638334957,0.01212277931670649,0.010303526017973236,-0.4853408627338198,49,61.25,0.017332174893496997
0.5403434833983138,0.030331712174348047,0.10655857688706392,-0.2104067719221741,53,66.25,0.36618658470421245
2.8040217738006445,0.01481263981852303,0.0648534513853166,-0.14914612546267175,72,90,2.058703296509159
-0.4157024896761716,0.005821476669303067,0.13113380920810302,-0.5136796263639334,40,50,-0.5410350536750855
-0.46175561848638846,0.028325446668166172,0.06760970663081768,-0.7390535065850349,49,61.25,0.1949434216608337
-0.7591096725654176,0.005882760495779524,0.08691933614656651,-0.9882411362540909,33,41.25,-1.0416074044072365
0.6401899256308345,0.033226242401140416,0.05799342069604307,-0.1901707787662678,52,65,0.21391490394220808
2.0505161638666873,0.0031311358812249187,0.03250017689754425,0.0014998083376550064,70,87.5,1.9583147138373804
-0.40273094972284307,0.02460132064813701,0.12497632118067561,-0.5345919702506348,36,45,-0.6905810110016815
0.6081466777229116,0.008761868811626055,0.09793093949227508,-0.023023832845060488,59,73.75,0.7742764844975943
-0.5159916420950772,0.019239495541910345,0.06149141929376645,-0.6844653087101309,37,46.25,-0.6115959537840405
-0.5766062507833114,0.022436114278330525,0.022690304877691705,-0.870015132657125,40,50,-0.5451094194654476
-0.24981761400066915,0.011742094285569096,0.029002982642715242,-0.7582571606651382,52,65,0.2850552293908418
2.696778459160189,0.01046864314193766,0.06283171462203696,-0.22262953185132345,65,81.25,1.4812363904189627
0.11832272804452737,0.037286739785162004,0.08795395318394128,-0.6138338812272841,50,62.5,0.21913787211224384
-0.046005295471414964,0.0096816122553673,0.1443953212742727,-0.29191611312634436,50,62.5,0.15164315852443294
-1.3555450758642464,0.032793324628751515,0.09389067337591579,-0.5870849569151588,24,30,-1.7820181255306098
-0.005372193161665262,0.014298198923980505,0.04372568629348615,-0.3201994232494545,46,57.5,-0.10363250649421907
0.21220574137198245,0.02248420845785824,0.16890846403110932,-0.26597327529193016,50,62.5,0.18987542049713382
-0.1732991892437039,0.006198752742473439,0.015502769269588152,-0.3447751896254112,48,60,0.03699742057948249
0.08891298582584595,0.018478233013480984,0.024741300233578987,-0.513337438949044,42,52.5,-0.43493198912222636
0.37077366950053037,0.010427211470369985,0.0968124938607585,-0.06882315527729432,52,65,0.3447929082873169
-0.7334512719714854,0.012808031157663165,0.021734039047680745,-0.7719242664560931,37,46.25,-0.7406647664721421
-0.0026419788907086073,0.01321095086726725,0.04639363390335141,-0.35291142936703546,44,55,-0.19011783742895574
-0.19955859478842086,0.007459129566416702,0.017531165079334787,-0.6431384063168721,42,52.5,-0.3685732376159293
0.34224196722066624,0.01920824030348708,0.0722422240190264,-0.36676316369355,48,60,-0.05723240742982738
0.2788007290264227,0.006080347092304395,0.040918624207168096,-0.33571608150405685,50,62.5,0.06822688008940547
-1.416639277201601,0.014712104172173023,0.02397413404393173,-0.7559031471095707,32,40,-1.1061559972322723
-1.1191708150581836,0.012455086354444927,0.174674468754308,-0.8901916810758259,32,40,-1.1302952768141261
-0.04294125587940956,0.025480479745458612,0.0563948604255382,-0.45858997119209494,42,52.5,-0.4324198775083515
-0.05563254639656323,0.004402953827177052,0.03575689629267708,-0.9202420743762267,40,50,-0.6763891992566938
0.5357572737142364,0.005464469894161965,0.09969807452219735,-0.016850674173013225,58,72.5,0.5983930943274516
0.08156217246410336,0.03335836563364338,0.01284930288242768,-0.1586811181106218,50,62.5,0.1430441872246421
0.08475974732660907,0.010233085293701732,0.07107671202893971,-0.292105825375375,48,60,-0.11373105090487652
0.2703807723816025,0.01510320328928299,0.06116400184543949,-0.2679809575896838,48,60,0.12063641141556147
0.6363919970220109,0.02260817961072959,0.07608692393289884,-0.41343309094172614,53,66.25,0.30974345715875035
-0.6724447525110926,0.020083031189749235,0.14761021167788133,-0.5846599665175205,34,42.5,-0.9420761857099752
-0.48363073597113315,0.02594934231116466,0.07509697174626723,-0.5144743722791145,42,52.5,-0.42024711978340973
2.7602289112930527,0.02803195890151003,0.08377143296410715,-0.2462568989464413,71,88.75,1.906344490221329
-0.4989771821325575,0.00867021576170312,0.021325918664852832,-0.8419510945357319,42,52.5,-0.42829533928005725
-0.7080316758275416,0.013212939308626607,0.033557071807422505,-0.5051678630929446,53,66.25,0.3359506240647212
-1.097155133685007,0.007750954405329845,0.09942163320636381,-0.8679955832249624,35,43.75,-0.8201647612261357
2.646523725754105,0.003032874145982571,0.05377648542587269,-0.1718752983690899,74,92.5,2.4880494399381345
-0.42111548404454613,0.019427594584963022,0.01693358089786348,-0.4152216625821086,39,48.75,-0.5492890359909254
3.770409190048132,0.014870003766062791,0.10559513214392147,-0.24686129198148035,76,95,2.594616849503022
-0.264251811811151,0.007469186103530184,0.04183273968902529,-0.25375631083043926,45,56.25,-0.25920192946526954
0.3378188825482109,0.015828302283312595,0.037406312068765844,-0.5375640934243087,53,66.25,0.24140338893043134
-0.09994601183130403,0.01669423533376803,0.019913864292939218,-0.4935243321934558,49,61.25,-0.14897434983672647
0.10791321555228572,0.012944248977811677,0.10649985335365175,-0.5455860235052756,46,57.5,-0.09569069899608418
-0.8580317964032833,0.009077230307731476,0.028317101281761216,-0.7884455976013003,34,42.5,-0.9170863627249848
0.25741812419207877,0.005656518861996959,0.061834893087846544,-0.25027824338258875,60,75,0.8503213469507022
0.1473510201958872,0.006684122955442323,0.054263356630079196,-0.2123034249567225,52,65,0.39902955566419807
-1.159841280677104,0.008825856423155502,0.05097331895320565,-0.8076977155683729,30,37.5,-1.2122010854206897
0.31197356667798104,0.014592261499888008,0.09804070342401652,-0.4497260809059268,49,61.25,0.12206459064578253
-0.2151679032217353,0.03534924976047331,0.07463008035956893,-0.6363205874889021,47,58.75,-0.11423836332079851
0.6133259078631199,0.019094422701790178,0.07730832161864044,-0.7044624403559063,56,70,0.5828854753427097
0.3395150487758447,8.777963626059878e-4,0.038428108677952794,-0.16406692539669626,48,60,-0.02261815653202299
-0.4288278602865061,0.017686442114473667,0.07208489101188406,-0.4634332406602897,36,45,-0.7094627600791078
0.30069691572904667,0.0020144305910951856,0.015658290742853253,-0.21451027326807603,57,71.25,0.5732995690723246
-0.40343412872917694,0.021665917078185288,0.04887750752482414,-0.8500163767349724,47,58.75,-0.12272669810539028
0.19028512139506315,0.00803883866823287,0.20465170065853122,-0.28237277707162367,42,52.5,-0.4355488217683367
0.13801754469497585,0.01426424248986026,0.033026712951480484,-0.5628140719442404,48,60,0.22057838735945498
0.2672807020815453,0.019791723651013903,0.11592974330045465,-0.602581528305082,52,65,0.27302413929247155
0.16925939695921643,0.0030302685144575417,0.02675130133939549,-0.3274731321298805,46,57.5,-0.2565196168072512
-0.3919030481863275,0.017484217397812682,0.039168870165013255,-0.5660584709540305,39,48.75,-0.5950048307825976
-1.292570119928835,0.01865119659579042,0.059207334259570935,-0.9951534399324962,25,31.25,-1.6707064133415543
2.967987652658857,0.012396567605890457,0.14030099708952654,-0.07123199683363127,73,91.25,2.3229746306364465
-0.14590661168402974,0.0021106771120976953,0.03376767432312205,-0.6741566086495914,46,57.5,-0.12981970861898293
-1.302209108311061,0.018704965453165065,0.060771090116510065,-0.7440079015143655,21,26.25,-1.883129175242466
0.01426093964975994,0.0014173071028019844,0.06676351331740932,-0.3221487043977968,53,66.25,0.3742899794626194
0.6378012800253141,0.007069238632439,0.04733134834207864,-0.352567104629273,52,65,0.3798216881551368
-0.33916837702977176,0.002985829046843419,0.03161114257934118,-0.49138787131297834,43,53.75,-0.21981906955840125
0.3146427648271355,0.016855803931158802,0.13247812918778887,-0.7066136379020487,48,60,-0.00952376158146375
-0.1328744380749587,0.009087834073940959,0.0432057452556662,-0.6809496679553326,46,57.5,-0.21043005763371952
0.22210213811590807,0.005758751795399653,0.04446640907427745,-0.04024887426730517,58,72.5,0.7215978596486673
-0.7846823815707924,0.009765339403964478,0.11722153834109382,-0.6826978976817271,41,51.25,-0.41026512258178993
-0.36545417118991885,0.00488162418892871,0.01692323381679151,-0.6912280029580136,45,56.25,-0.1648443386981458
0.07877279026207606,0.024326312586787663,0.22524592892568604,-0.31057456237362036,42,52.5,-0.2906063594678838
0.12175111614909273,0.017257592310765107,0.08310561452277178,-0.17215823040970568,40,50,-0.6448842221180268
0.2777634859461511,0.005556438038357486,0.08101120753159764,-0.35740301241023664,50,62.5,0.14903912183135717
0.17668943631865242,0.01962725108632096,0.12875716605786647,-0.5990970235417502,50,62.5,0.08565217644447692
0.5414456444658384,0.008728703253476045,0.05565117631343422,-0.3493035450224573,52,65,0.3926539970763363
0.44153414793180845,0.008762825142200493,0.09523951079740332,-0.47321862156820715,54,67.5,0.40958795383835706
0.5812278584057049,0.017513832648887964,0.0320749665599961,-0.39592623801726906,62,77.5,1.0894324900240098
0.007968531589076733,0.015248107011671452,0.0972652474521213,-0.434124361096776,48,60,-0.023124158918959952
1.4898398996371245,0.006530839146365606,0.068688428631324,-0.44156570254754746,62,77.5,1.0378298400131734
0.11035166432844346,0.01878547983079851,0.015612857855306424,-0.309720844162127,52,65,0.25104855521995517
0.18973169300552417,0.024878034299939636,0.1675040585527312,-0.289552796380283,49,61.25,0.10232382546504912
-0.46036910315349244,0.014805796445811946,0.13123639417282362,-0.5158381060125122,50,62.5,0.0867880043454562
-0.6081482494111037,0.006444864782172613,0.005515232535014417,-0.5678426136218662,36,45,-0.708406974043639
0.14882489360668139,0.019553185319878638,0.06718945354165305,-0.5180815642820582,47,58.75,0.054010907910527456
0.15405800844095197,0.0029132991850658266,0.05596534471043402,-0.10201643134825411,53,66.25,0.34184542698794923
0.5970251501347565,0.011733104304397229,0.10984023413536524,-0.30254099041269295,58,72.5,0.687942360480425
0.8355201288959013,0.015154999464558859,0.07176988157993308,-0.04922384606758823,62,77.5,0.9598417862035272
0.18590163892041112,0.009326252705084859,0.048649329507439144,-0.24837433314179946,47,58.75,-0.06811486902424732
-0.6040350268830239,0.010968941803165443,0.16834175222811687,-0.647532607924751,42,52.5,-0.47097439468046043
-1.6926275334559793,0.0068724372905490175,0.0549403230999292,-0.8757691780038674,31,38.75,-1.1904298889909457
0.23626850355504114,0.0079745267446415,0.10027313943201505,-0.1550659736412318,47,58.75,-0.050902644875240904
0.15879543305438126,0.01656526214084551,0.08940609650292243,-0.5354703035926516,50,62.5,0.24777043135401608
0.6054916334086222,0.023246483501287735,0.04356947480499687,-0.2048212556923716,53,66.25,0.15302233651645353
-0.17647133800144932,0.01606152919698546,0.010630056470307212,-0.235566847578782,49,61.25,0.06230004431953181
0.7545878400531301,0.006753390603524074,0.04705261585686282,-0.3925081376648211,54,67.5,0.4200927996234958
0.4390687492442358,0.017161933897034933,0.10563556260018508,-0.3483141127939292,52,65,0.18895843006068283
0.12567242029959091,0.024338097458738692,0.08621928111110623,-0.33080636539006747,56,70,0.5687292264158667
-0.3054516563057743,0.004894206653485336,0.018415383297206274,-0.2565742217207714,48,60,-0.008432777503452478
0.5649444796505927,0.005824410249433857,0.09513979039253206,-0.1964819718884365,59,73.75,0.7714875891047845
-1.1994441030734264,0.004189052220913705,0.1706710064484459,-0.7093539453212263,37,46.25,-0.7318292310194856
-0.5771800176198503,0.012911379337209015,0.1079610650895684,-0.41916106833976796,33,41.25,-1.109911857388536
-0.37274130700159747,0.009752638738579324,0.005107053235720482,-0.5040220460452515,51,63.75,0.12588046519719026
1.3403145392843354,0.007602496957869544,0.1513481515052012,-0.19326822619560957,68,85,1.7843053479731268
0.3870095406142302,0.010700760336049345,0.033872151531420765,-0.6862621668482148,48,60,-0.08918327539049008
0.20018801176409706,0.00949309900335691,0.038500555683625155,-0.4550336611363299,52,65,0.2533006943255703
0.007497293073352562,0.012550875496496203,0.04266811664282541,-0.28785108125911174,42,52.5,-0.3158042565409356
0.09324407369362708,0.004134410780548789,0.11048029593866487,-0.40663793679324967,44,55,-0.14328349793169512
-0.03988858558847186,0.0240158572272764,0.03691068999288729,-0.38745231129764446,45,56.25,-0.19515823255239081
0.38422951880144884,0.02695288711663741,0.12062279275990724,-0.28047125846358206,56,70,0.5548163054229396
0.05732009093095458,0.025952958561567402,0.02542870871087792,-0.4020478106100742,50,62.5,0.06667202452578032
0.6895514162214846,0.014291440670463302,0.12034529877194658,-0.10132051560533417,57,71.25,0.5863776285889157
-0.508144164364499,0.007845392655457882,0.04950479845299798,-0.6192628425592478,46,57.5,-0.21822539170702931
-0.36687627252590715,0.018182936034739035,0.0938089851600648,-0.35985986164314576,43,53.75,-0.36619230795301466
-0.7383423620067266,0.0065095203214120025,0.03267198908606417,-0.4454422365975861,30,37.5,-1.2121680719514938
0.17014223589983102,0.008334052259600397,0.031608697189013574,-0.49968438106915364,53,66.25,0.30808294295787075
-0.03174099327703628,0.017537642221971208,0.08450588442503976,-0.07653469351120956,47,58.75,-0.124354358378201
0.31156372556548195,0.0023448893752780068,0.01878079478118974,-0.5027463771831753,57,71.25,0.6574881904850801
0.5303041970464069,0.004431727770928452,0.04107726110325547,-0.4320447723343829,56,70,0.6075981709745019
-1.6491580863615325,0.008101302909667742,0.06471879018332849,-1.0468686812183956,28,35,-1.406730860354771
0.4037378878928446,0.018939371706746033,0.07260700745064712,-0.4669926334580938,54,67.5,0.6505061594606849
0.4708918140779259,0.010652883603287838,0.08902389763890001,-0.5735019128835793,55,68.75,0.4533222707781577
-0.6471636040612729,0.002689760284506442,0.039992220880521144,-0.7638511667837103,43,53.75,-0.440413813238023
-0.22164371684511286,0.012233270620487069,0.04866831846874858,-0.19421040480439944,48,60,0.0654290777492582
-0.14199393069347943,0.02282652436873709,0.0733552452019052,-0.8952322432906026,40,50,-0.47202298790790415
0.1508137510253862,0.026172328452779083,0.11219739941361394,-0.01330426011941388,48,60,0.0019976866141980455
-0.2503312501905248,0.022610036092071628,0.06628186653745427,-0.5535398541733245,44,55,-0.1730599668309041
-0.40963889358014427,0.03669911322926198,0.07543896946692695,-0.4552045227074396,39,48.75,-0.6568065342665377
0.3639498688150571,0.012747387058810759,0.04405127030020034,-0.28720975851100156,52,65,0.24025788897005382
2.975323320239629,0.015441505466336526,0.02879723694297298,-0.2548665780759306,72,90,2.1354446176729196
0.5400993317297522,0.005888790085411932,0.005141331307919689,-0.05170150334516349,53,66.25,0.4396877514028739
0.24081838048349002,0.02104025971600821,0.16057202523895125,-0.3711077926661964,54,67.5,0.309275942163016
0.07241516017554916,0.0037817715358605857,0.11277442913474776,-0.12342440193729265,47,58.75,-0.05820987536893854
-0.831130767458212,0.012478258216903189,0.060746394545541905,-0.46403184253497076,30,37.5,-1.2260273106942048
0.2935835091510519,0.0024854967690387084,0.08401092302715234,-0.10573339251100267,51,63.75,0.26996628266750833
-0.24177392356462324,0.013835293794498944,0.023369017114188092,-0.6757095005242615,39,48.75,-0.49985543793128207
-0.9384595647118532,0.008331952859623943,0.07536412004860933,-0.6738075160537556,41,51.25,-0.6386215039846568
0.25865998167807147,0.017824183242794275,0.020047119425557727,-0.596084215458795,46,57.5,-0.19731939629140624
0.5923191514786268,0.0050484523897016366,0.049179381448069805,-0.5101342742374602,58,72.5,0.7086805864833721
0.13201753596333354,0.004918241073918287,0.0972248012099744,-0.3163952096822161,53,66.25,0.19190112471990167
